,locAbsJitter,std_delta_delta_log_energy,Ed2_1_coef,Ed2_2_coef,tqwt_energy_dec_28,tqwt_energy_dec_34,tqwt_TKEO_mean_dec_1,tqwt_TKEO_mean_dec_13,tqwt_TKEO_std_dec_1,tqwt_medianValue_dec_1,tqwt_medianValue_dec_2,tqwt_medianValue_dec_3,tqwt_medianValue_dec_4,tqwt_medianValue_dec_11,tqwt_meanValue_dec_1,tqwt_meanValue_dec_2,tqwt_meanValue_dec_3,tqwt_meanValue_dec_4,tqwt_meanValue_dec_5,tqwt_meanValue_dec_6,tqwt_meanValue_dec_7,tqwt_meanValue_dec_8,tqwt_meanValue_dec_9,tqwt_meanValue_dec_10,class
383,2.34e-05,0.019783,2.19e-08,2.53e-07,0.015491,4.57e-06,9.11e-07,0.00055073,4.09e-06,2.84e-07,-7.21e-07,-1.37e-06,-1.66e-06,-4.58e-05,-1.45e-21,-4.71e-21,-2.78e-21,5.12e-21,-5.66e-21,-1.13e-20,-1.7e-20,-9.51e-22,-4.95e-20,1.43e-20,1.0
384,7.06e-06,0.016589,1.52e-08,2.36e-07,0.00041123,0.00052681,6.56e-05,0.019706,0.0001424,1.17e-05,-2.03e-06,-2.93e-06,1.53e-06,-6.69e-05,1.18e-21,-6.83e-21,-1.41e-20,4.89e-21,-3.92e-21,7.34e-22,-5.11e-21,5.18e-21,4.03e-20,1.1e-20,1.0
385,9.42e-06,0.051704,2.16e-05,3.09e-06,7.95e-05,0.00011776,3.69e-05,0.025975,0.00010073,1.04e-05,-4.84e-07,-6.25e-06,-4.14e-06,-0.00010689,-2.54e-21,3.04e-21,9.56e-22,-1.69e-21,3.17e-22,4.72e-21,1.1e-20,-1.01e-20,-4.36e-20,-4.26e-21,1.0
386,6.59e-06,0.020701,3.84e-07,1.75e-06,8.8e-05,0.00025006,8.28e-05,0.051442,0.00022486,-9.95e-07,3.91e-07,2.46e-06,5.97e-06,-5.61e-05,2.8e-21,-5.4e-22,-3.24e-21,-1.48e-21,-1.07e-21,-4.63e-21,8.1e-21,-5.29e-21,-2.36e-20,-2.31e-20,1.0
387,1.79e-05,0.010114,5.72e-09,7.53e-08,0.25703,4.53e-06,5.68e-06,0.0002349,1.26e-05,-1.41e-06,2.42e-07,4.86e-20,3.49e-07,-1.73e-05,-1.23e-20,-1.81e-21,2.06e-21,4.08e-21,1.53e-22,-4.33e-21,6.08e-21,-1.37e-21,-4.57e-21,-6.09e-21,1.0
388,1.39e-05,0.014694,5.56e-09,6.38e-08,0.061009,2.28e-06,8.79e-06,0.00098134,4.59e-05,2.8e-06,3.65e-06,0.0,2.99e-06,4.55e-05,-1.18e-21,-4.53e-21,-6.97e-21,-3.06e-21,-1.87e-20,-4.7e-21,-1.32e-20,-1.61e-20,1.32e-20,-4.02e-20,1.0
389,1.17e-05,0.0071858,5.71e-09,8.08e-08,0.057915,2.78e-05,1.26e-05,0.00091797,2.26e-05,4.25e-07,7.81e-07,1.94e-19,-6.6e-06,-7.29e-05,-3.93e-21,5.22e-22,1.06e-21,7.2e-22,6.65e-22,-1.61e-21,8.1e-21,7.32e-21,2.67e-20,-2.18e-20,1.0
390,1.69e-05,0.0037584,4.26e-09,4.66e-08,8.11e-05,6.22e-05,1.66e-06,0.00061012,4.9e-06,-7.06e-08,1.54e-06,5.82e-07,2.11e-07,-9.87e-06,-3.25e-21,4.6e-22,1.24e-21,2.22e-21,-2.18e-21,-1.49e-21,1.76e-22,-3.33e-21,-1.28e-20,-1.67e-21,0.0
391,3.61e-06,0.0031024,2.84e-09,2.5e-08,7.33e-05,0.0001468,1.04e-06,0.00029826,7.74e-06,1.15e-06,5.75e-07,-1.38e-07,-4.85e-06,-0.00020392,-2.98e-21,2.34e-21,-3.7e-21,9.38e-21,5.75e-21,-3.89e-21,-6.87e-21,7.08e-21,-5.25e-20,1.43e-20,0.0
392,4.52e-06,0.003049,4.3e-09,4.76e-08,0.00022647,0.00034268,3.56e-07,0.00017192,1.38e-05,6.93e-08,1.57e-06,-4.49e-07,-5.5e-06,-7.58e-06,2.48e-21,1.42e-21,-6.8e-21,5.15e-21,-1.55e-20,-6.31e-21,-1e-20,5.07e-21,-5.43e-20,-9.13e-22,0.0
393,7.64e-06,0.0064421,9.27e-09,6.64e-08,2.56e-06,7.86e-07,5.18e-06,0.04371,0.00011755,-2.62e-06,-4.78e-06,-7.45e-06,2.27e-07,6.03e-06,-1.57e-20,2.83e-21,2.55e-20,1.87e-20,-3.79e-20,-1.82e-20,-3.35e-20,-1.52e-20,1.5e-20,7.25e-20,0.0
394,3.91e-06,0.0073711,3.19e-09,3.63e-08,3.02e-06,9.95e-07,2.46e-06,0.05219,4.3e-05,6.93e-07,-4.17e-06,5.39e-06,-1.5e-07,0.00018289,1.29e-20,-2.83e-22,3.57e-21,-5.4e-21,1.7e-20,2.5e-20,-7.4e-21,-2.88e-20,-3.04e-20,5.85e-20,0.0
395,2.26e-06,0.0031689,6.67e-09,5.39e-08,2.23e-06,6.04e-07,1.95e-05,0.23071,9.42e-05,-2.41e-06,-7.02e-06,5.89e-07,5.56e-05,-0.00011113,-1.41e-20,-8.04e-21,1.32e-20,7.75e-21,-2.36e-20,-2.53e-20,-9.69e-20,-6.39e-20,-9.64e-21,2.92e-20,0.0
396,3.2e-06,0.0071338,5.61e-09,4.13e-08,3.04e-05,1.79e-05,8.12e-06,0.019595,3.02e-05,8.93e-07,-5.23e-06,3.87e-06,4.9e-06,0.00019928,-6.64e-22,-7.61e-22,-2.53e-21,5.16e-21,-1.56e-21,5.38e-21,-4.56e-20,-2.02e-20,5.91e-20,2.22e-20,0.0
397,3.24e-06,0.0049754,4.11e-09,3.7e-08,3.98e-06,1.86e-05,9.07e-06,0.014547,3.44e-05,-5.14e-07,-2.35e-06,1.15e-06,-9.89e-06,8.15e-05,-4.2e-21,1.53e-21,1.87e-21,4.91e-21,-1.72e-20,-8.7e-21,6.93e-20,-3.33e-21,5.28e-20,4.14e-20,0.0
398,3.93e-06,0.0033979,3.06e-08,1.03e-07,3.38e-05,0.00011401,8.69e-06,0.02872,0.00012326,4.2e-06,3.82e-07,2.98e-06,-2.75e-06,7.02e-05,-3.42e-21,1.36e-20,-2.26e-20,-2.04e-21,-9.05e-21,-1.94e-20,1.39e-19,-1.12e-19,-4.57e-20,1.4e-19,0.0
399,1.08e-05,0.02808,0.00046737,0.00011803,1.99e-05,2.62e-05,1.1e-05,0.0091999,4.2e-05,-8.45e-07,-1.57e-06,4.58e-08,2.14e-05,1.95e-05,-6.37e-21,1.73e-21,-1.38e-20,-4.32e-20,1.02e-20,-3.16e-20,3.12e-20,5.18e-20,3.93e-20,-3.04e-21,1.0
400,1.09e-05,0.0078493,1.24e-08,2.33e-07,3.56e-05,2.89e-05,8.13e-06,0.0028538,5.37e-05,2.49e-06,-3.61e-07,-2.98e-06,-3.77e-06,-1.82e-05,-9.09e-21,-3.68e-21,-7.39e-21,-3.98e-21,-3.44e-20,1.29e-20,-2.22e-20,-5.16e-20,1.12e-20,-1.4e-20,1.0
401,9.8e-06,0.011126,2.3e-08,1.26e-07,2.74e-05,6.97e-06,4.23e-05,0.010029,0.00011167,-8.18e-06,-3.64e-06,-6.09e-06,5.99e-06,-7.46e-05,-3.78e-21,1.06e-20,1.77e-20,-1.16e-20,-1.64e-20,3.3e-20,1.8e-20,-4.61e-20,3.55e-20,-2.93e-20,1.0
402,2.44e-05,0.022829,3.47e-08,2.77e-07,0.0016901,1.93e-06,1e-06,0.00012196,5.52e-06,-2.93e-06,8.61e-07,-6.31e-19,1.68e-06,2.09e-05,-8.14e-21,-3.36e-21,-5.1e-22,4.33e-22,1.22e-22,-1.26e-20,7.84e-21,1.06e-22,1.64e-20,1.22e-20,1.0
403,1.95e-05,0.023449,2.35e-08,2.13e-07,0.0010128,7.17e-06,2.73e-07,9.06e-05,4.98e-07,-1.1e-06,2.04e-07,4.86e-20,5.39e-09,1.78e-05,-2.25e-22,-9.2e-22,-4.3e-22,1.91e-23,-2.29e-22,3.03e-22,3.66e-20,9.67e-21,1.54e-19,5.27e-20,1.0
404,2.65e-05,0.013139,3.2e-08,6.13e-07,0.0006241,7.14e-07,4.97e-07,0.00036444,3.59e-05,-1.05e-06,-1.1e-06,2.43e-19,-6.24e-07,0.0001554,1.7e-20,-1.42e-22,2.55e-22,-4.49e-21,-9.79e-22,3.45e-20,-6.18e-20,7.27e-20,-7.66e-20,1.18e-19,1.0
405,3.27e-06,0.0054049,1.73e-08,1.02e-07,7.55e-06,3.18e-06,1.69e-06,0.017757,4e-05,2.05e-06,6.93e-07,-6.19e-07,-5.84e-08,-2.59e-05,1.83e-21,-7.4e-21,-6.88e-21,6.12e-22,3.84e-20,8.66e-21,8.81e-21,5.37e-20,2.13e-20,-5.54e-20,0.0
406,3.26e-06,0.0072715,1.51e-08,3.11e-08,2.62e-05,1.64e-05,1.17e-06,0.027277,3.87e-05,6.62e-09,-4.5e-07,-1.41e-06,6.55e-06,-4.02e-05,6.31e-21,-3.72e-21,-5.95e-21,-2.75e-21,-1.19e-20,4.99e-21,-5.32e-20,-1.82e-20,4.26e-20,9.13e-21,0.0
407,2.85e-06,0.0046664,5.73e-09,7.88e-08,6.62e-06,5.44e-06,1.54e-06,0.004052,3.57e-05,1.79e-06,-3.89e-06,-7.62e-08,-1.37e-06,0.00011165,-8.97e-21,4.78e-21,2.8e-21,-7.14e-22,6.97e-21,-1.37e-20,4.93e-21,-4.4e-20,-4.11e-20,3.04e-21,0.0
408,4.24e-06,0.0040409,1.41e-08,1.17e-07,9.55e-06,1.71e-05,1.12e-05,0.014264,2.24e-05,-6.83e-06,2.63e-06,-7.48e-06,-4.93e-06,-4.69e-05,5.04e-21,-5.06e-21,3.25e-21,2.17e-21,-1.25e-21,-3.16e-21,-3.37e-20,-6.34e-22,-3.3e-20,-1.22e-20,0.0
409,3.62e-06,0.0048916,1.35e-08,7.59e-08,0.00016663,6.38e-05,2.3e-06,0.0055003,7.36e-06,2.51e-07,-4.64e-06,7.16e-07,4.91e-07,3.3e-05,-4.01e-21,-3.54e-23,2.72e-21,-7.6e-21,-7.4e-21,-2.15e-20,-1.82e-20,-4.44e-20,-2.56e-20,1.25e-20,0.0
410,5.86e-06,0.0051358,5.13e-08,9.04e-08,7.86e-05,0.00012839,5.17e-06,0.0025447,4.91e-05,-3.82e-08,-5.56e-07,-2.61e-06,-2.26e-06,2.35e-06,-2.48e-20,5.84e-21,3.4e-21,8.16e-22,4.16e-21,2.53e-20,-2.66e-20,-1.48e-20,3.55e-21,-2.44e-21,0.0
411,3.47e-05,0.032605,4.32e-08,3.15e-07,0.015706,0.0071334,5.05e-07,1.37e-05,3.64e-06,-1.61e-06,3.2e-07,2.36e-06,-4.66e-06,5.3e-06,-3.01e-21,1.68e-22,1.49e-22,-1.68e-21,2.02e-21,3.67e-21,-1.05e-20,-8.67e-21,6.28e-21,5.78e-21,1.0
412,8.61e-06,0.012814,1.25e-08,1.34e-07,0.0018895,0.0015662,6.27e-06,0.00025891,1.47e-05,8.1e-07,8.89e-08,-8.49e-07,8.15e-06,7.72e-06,9.44e-22,-1.86e-21,6.25e-21,-1.12e-21,-2.45e-22,-1.21e-20,-2.08e-20,1.06e-21,-6.85e-21,1e-20,1.0
413,1.6e-05,0.025444,2.18e-08,2.34e-07,0.0070709,0.00085783,2.76e-06,0.00039886,4.68e-05,-1.37e-06,4.31e-06,-1.86e-06,-2.23e-06,-5.88e-06,-3.54e-22,2.87e-21,8.67e-21,3.46e-20,-2.02e-20,-2.26e-20,-1.62e-20,1.27e-21,-1.12e-20,-1.1e-20,1.0
414,6.23e-06,0.005116,1.45e-08,1.18e-07,4.12e-05,7.04e-06,5.06e-05,0.0018477,0.00011601,-8.04e-06,-3.99e-06,-3.42e-06,5.94e-06,-6.97e-05,-6.96e-21,1.66e-21,-1.08e-20,-3.77e-21,8.56e-21,-2.19e-20,-1.16e-20,5.29e-20,-2.54e-20,-3.53e-20,1.0
415,1.39e-05,0.010842,2.18e-08,1.97e-07,0.00011938,6.02e-05,9.33e-05,0.0012827,0.00019858,4.63e-07,7.33e-06,8.19e-06,1.35e-05,4.97e-05,5.43e-21,1.38e-21,1.87e-20,1.34e-20,2.94e-21,2.79e-21,1.52e-20,8.46e-22,-6.11e-20,4.78e-20,1.0
416,4.07e-05,0.011627,0.00025477,0.00049776,0.00079657,0.00022455,6.18e-05,0.0013966,0.00013546,-4.22e-06,1.96e-05,-8.26e-06,2.21e-05,0.0001751,-7.67e-21,-3.56e-21,-1.41e-20,-1.79e-20,1.08e-20,-3.52e-21,-6.57e-20,-1.27e-21,1.98e-20,9.74e-21,1.0
417,9.3e-06,0.024883,9.02e-09,4.15e-08,9.89e-06,1.38e-06,1.23e-06,0.0025224,4.26e-05,-5.41e-08,1.03e-06,8.34e-07,-4.37e-06,4.88e-06,-2.01e-21,2.55e-21,-1.27e-21,-1.86e-20,-4.89e-22,1.89e-20,3.7e-20,-1.14e-20,3.55e-21,-5.24e-20,1.0
418,3.85e-05,0.035354,0.00059375,0.00046496,7.05e-06,4.84e-06,7.17e-06,0.0038079,3.03e-05,6.97e-07,-2.57e-06,-3.37e-06,1.14e-05,1.71e-05,1.1e-20,-1.1e-21,-2.38e-21,1.66e-20,-1.31e-20,-4.7e-21,3.56e-20,-2.71e-20,-4.01e-20,9.13e-21,1.0
419,6.38e-06,0.0099501,1.04e-08,7.46e-08,2.05e-05,7.26e-06,1.34e-06,0.0042469,4.43e-05,-1.06e-06,-1.25e-06,-2.17e-06,-5.24e-07,4.42e-05,-2.04e-20,-2.12e-22,4.84e-21,1.12e-21,0.0,-1.67e-20,2.89e-20,4.02e-20,-8.17e-20,3.11e-20,1.0
420,1.93e-05,0.021745,5.84e-08,2.83e-07,0.00016336,0.0002263,5.61e-05,0.0033582,9.69e-05,2.67e-05,-1.73e-05,-1.3e-05,6.43e-05,1.05e-06,-4.99e-21,8.67e-22,9.19e-22,1.82e-20,-1.01e-20,-2.79e-21,-1.05e-20,-1.06e-21,4.44e-22,5.94e-21,1.0
421,2.5e-05,0.013534,5.31e-05,4.28e-05,0.0004098,8.79e-05,3.63e-05,0.0023431,5.73e-05,-1.02e-05,4.11e-06,4.33e-07,-2.14e-05,8.71e-06,-4.37e-21,4.96e-21,-6.64e-22,-3.62e-22,-4.28e-21,1.33e-20,-4.76e-21,1.24e-20,1.86e-20,-7.31e-21,1.0
422,1.42e-05,0.013377,3.8e-08,5.71e-07,0.00015029,0.00011593,2e-05,0.0055327,3.72e-05,-7.82e-06,3.82e-07,3.34e-06,1.56e-05,-4.81e-05,1.92e-21,1.27e-20,-1.12e-21,8.2e-21,3.55e-21,1.92e-20,5.2e-21,-3.17e-21,-2.54e-22,7.23e-21,1.0
423,0.000152676,0.040377,0.00049669,0.00052889,0.0013493,1.57e-06,2.88e-07,0.0015474,4.57e-07,1.05e-06,1.33e-06,-2.12e-20,-9.47e-08,4.1e-06,-5.86e-22,3.08e-22,-5.06e-22,-3.92e-22,-8.79e-23,-3.58e-22,-1.83e-21,-5.15e-21,1.33e-20,1.59e-20,1.0
424,0.000161542,0.018696,0.00029432,0.00029846,0.00049546,1.47e-06,3.01e-07,0.0013844,4.7e-07,5.81e-07,-4.27e-07,2.12e-20,-2.18e-07,2.42e-05,8.63e-22,-6.2e-23,-1.27e-21,-3.28e-22,-1.24e-21,9.18e-23,-2.42e-22,-1.04e-21,-1.59e-21,1.81e-22,1.0
425,0.00025648,0.022452,0.00018198,0.00019635,0.0005824,1.09e-05,4.19e-07,0.00058837,6.02e-06,-2.21e-06,-4.2e-07,2.49e-19,3.03e-07,7.96e-06,5.19e-21,2.55e-21,1.25e-21,2.55e-23,0.0,7.56e-21,-2.47e-21,4.65e-21,-2.04e-20,5.46e-20,1.0
426,7.72e-06,0.07066,0.0003504,0.00049911,1.54e-05,2.99e-06,1.69e-06,0.0023224,3.88e-06,1.84e-08,9.49e-07,2.01e-17,2.86e-07,1.33e-05,1.39e-21,-1.31e-21,-5.95e-22,-6.63e-22,3.06e-23,-7.96e-21,-3.96e-21,-2.47e-20,4e-20,-2.15e-20,1.0
427,6.55e-06,0.073184,0.00022075,0.00050369,1.17e-05,2.81e-06,5.46e-06,0.0029816,2.46e-05,-4.88e-07,1.91e-07,-7.28e-20,-1.13e-06,2.38e-06,2.71e-21,9.2e-21,-1.36e-21,8.62e-21,0.0,4.4e-22,8.28e-21,-2.85e-20,4.31e-20,1.16e-20,1.0
428,4.49e-06,0.062254,0.00017886,0.00064659,5.79e-05,1.94e-05,3.97e-06,0.003085,8.31e-06,-4.22e-06,-1.15e-06,3.89e-19,1.13e-06,4.99e-06,3.6e-21,-2.97e-21,2.85e-21,-2.96e-21,9.79e-22,-4.4e-22,-2.03e-21,-4.76e-21,-3.06e-20,2.45e-20,1.0
429,1.39e-05,0.007694,4.63e-09,2.2e-08,0.015752,2.54e-06,1.78e-07,0.00039783,1.53e-06,1.28e-08,5.53e-07,6.37e-20,-1.27e-06,3.32e-05,2.57e-21,3.89e-22,-1.76e-21,2.94e-21,0.0,2.57e-21,1.42e-20,1.49e-20,6.82e-20,-6.55e-21,1.0
430,1.04e-05,0.0068199,3.95e-09,2.77e-08,0.017168,5.78e-06,3.54e-07,0.00057672,3.07e-05,3.82e-08,-2.55e-07,7.13e-20,-1.94e-07,8.68e-06,1.78e-20,-2.2e-21,1.15e-21,-6.83e-21,-1.22e-22,1.97e-20,-2.15e-20,1.14e-20,-3.4e-20,2.44e-21,1.0
431,1.44e-05,0.010226,9.34e-09,7.02e-08,0.020567,1.84e-05,2.07e-07,0.00046936,1.05e-05,-1.23e-06,-4.71e-07,1.16e-19,7.25e-07,-2.67e-05,-1.22e-20,-3.33e-21,-1.74e-21,-2.29e-21,-1.47e-21,4.85e-21,-7.84e-21,-2.81e-20,-3.13e-20,1.16e-20,1.0
432,1.19e-05,0.027489,8.02e-08,1.74e-07,0.00027897,1.32e-05,5.14e-07,0.00044308,2.63e-06,-9.23e-07,1.03e-06,1.91e-18,-1.77e-07,9.8e-06,-7.08e-22,3.54e-23,8.92e-22,-5.48e-22,3.06e-22,-2.68e-21,3e-21,-8.46e-22,-1.84e-21,-1.19e-20,1.0
433,3.55e-06,0.027973,7.07e-08,2.31e-07,0.0005817,0.00016801,8.56e-07,0.00017715,1.58e-06,4.13e-07,-4.4e-07,-8.5e-20,-2.95e-07,-2.64e-05,2.79e-21,-1.55e-21,8.02e-22,1.86e-21,0.0,1.41e-21,-6.14e-21,1.82e-21,1.57e-20,5.4e-21,1.0
434,4.07e-06,0.02975,2.03e-08,6.89e-08,0.00023758,5.43e-05,4.62e-07,0.00092193,8.76e-07,-1.32e-06,8.66e-07,-2.85e-19,4.04e-07,-5.54e-05,-5.37e-22,-4.14e-22,2.07e-22,-2.98e-22,-6.88e-23,4.04e-22,-1.7e-21,1.16e-21,-8.94e-21,8.41e-21,1.0
435,6.77e-06,0.0072472,1.43e-08,7.26e-08,2.93e-05,5.47e-06,3.32e-06,0.001261,1.77e-05,-1.59e-06,1.11e-06,7.39e-07,5.71e-06,2.74e-05,8.85e-22,1.19e-20,-5.95e-21,1.11e-20,-7.22e-21,-8.96e-21,4.11e-20,9.41e-21,-2.93e-20,1.04e-20,1.0
436,8.14e-06,0.0082066,4.71e-08,2.11e-07,9.63e-06,1.03e-06,5.59e-06,0.00086327,0.00013468,-2.65e-06,1.23e-06,-7.6e-06,5.91e-06,-6.1e-06,1.24e-20,2.69e-21,6.8e-22,-7.75e-21,-9.54e-21,2.64e-21,1.06e-21,-1.29e-19,-1.2e-19,5.11e-20,1.0
437,1.85e-05,0.011829,2.24e-08,1.83e-07,2.08e-05,3.79e-06,2.1e-06,0.00055585,4.51e-06,3.16e-07,-1.03e-06,4.84e-06,-9.09e-06,-1.93e-05,-9.44e-22,1.38e-21,-3.59e-21,3.16e-21,3.52e-21,1.11e-20,-2.2e-21,5.52e-20,-2.74e-20,-5.85e-20,1.0
438,0.000165706,0.027986,9.36e-07,3.09e-06,0.053342,1.51e-05,3.22e-06,0.0009274,1.01e-05,-7.91e-07,1.57e-06,4.2e-06,3.58e-06,4.76e-05,-2.95e-22,-5.42e-21,1.09e-20,-1.43e-21,-7.46e-21,3.82e-21,-6.08e-21,-5.29e-22,8.88e-22,1.01e-19,1.0
439,8.5e-05,0.018046,1.34e-07,7.41e-07,0.021001,2.62e-06,1.99e-06,0.00036392,8.54e-05,7.73e-07,9.82e-07,3.07e-06,-4.93e-06,5.17e-05,9.44e-21,-1.44e-20,3.74e-21,4.28e-21,-4.4e-21,1.17e-20,-9.16e-21,9.73e-21,-3.55e-21,6.09e-22,1.0
440,3.34e-05,0.018944,2.5e-08,2.81e-07,0.0096027,4.56e-06,3.56e-06,0.0016771,1.43e-05,-7.71e-08,-5.47e-07,-5.19e-07,1.84e-06,-5.11e-06,-1.48e-21,-3.15e-21,-8.58e-21,1.02e-20,-9.64e-22,-1.38e-20,1.91e-20,9.51e-22,-7.03e-20,-8.22e-21,1.0
441,1.36e-06,0.012503,8.28e-09,4.67e-08,4.38e-05,1.82e-06,1.34e-07,0.00098435,1.62e-07,6.08e-07,-9.27e-08,-3.64e-20,2.46e-07,-3.46e-06,-9.37e-22,2.12e-22,4.22e-22,3.57e-22,1.45e-22,-1.47e-22,-3.56e-21,1.85e-21,-4.54e-21,2.44e-21,1.0
442,1.64e-06,0.012588,1.49e-08,1.28e-07,6.38e-05,1.87e-06,1.84e-07,0.00090388,7.45e-06,-1.7e-06,-9.84e-07,9.11e-20,-5.49e-07,1.32e-06,-7.97e-21,-1.1e-21,-1.32e-21,-3.19e-21,-6.12e-23,-8.81e-22,2.6e-20,-2.64e-21,5.33e-21,-3.07e-20,1.0
443,1.96e-06,0.012861,1.44e-08,1.09e-07,5.16e-05,9.79e-07,1.31e-07,0.0010547,5.61e-07,1.26e-06,4.33e-07,2.85e-21,8.14e-08,1.09e-06,-3.39e-22,-1.55e-21,2.12e-23,1.21e-21,0.0,-8.44e-22,3.92e-21,9.04e-21,4.12e-22,-1.22e-21,1.0
444,1.57e-05,0.0099759,0.00010407,6.69e-05,0.049306,0.00018352,6.11e-06,0.00034902,2.91e-05,1.37e-05,-3.25e-06,7.88e-06,-1.63e-05,2.79e-05,-2.95e-21,7.26e-21,8.03e-21,0.0,3.43e-21,-1.12e-20,6.99e-20,1.95e-20,-4.21e-20,6.64e-20,1.0
445,2.05e-05,0.0095835,1.49e-08,1.74e-07,0.094921,5.75e-05,3.17e-06,0.00015035,5.99e-06,6.79e-06,2.1e-06,-3.29e-06,1.38e-05,3.19e-05,-1.42e-21,1.56e-21,-6.58e-22,9.18e-22,1.47e-21,1.91e-20,-1.01e-21,-9.51e-22,5.96e-21,5.02e-21,1.0
446,8.03e-06,0.012884,2.4e-08,9.17e-08,0.07889,8.28e-05,3.55e-06,0.00023711,1.86e-05,2.15e-06,1.64e-06,-2.81e-06,-1.17e-05,2.01e-05,1.42e-21,-2.74e-21,2.46e-21,1.54e-20,-5.93e-21,-1.62e-20,1.06e-21,-1.8e-20,-1.27e-21,1.83e-20,1.0
447,1.62e-06,0.004645,5.5e-09,2.21e-08,3.51e-06,5.42e-06,5.58e-06,0.021255,1.25e-05,-4.57e-07,-8.92e-07,-3.25e-07,1e-05,4.29e-07,-3.29e-21,-2.58e-21,1.78e-21,7.75e-21,-7.65e-21,8.08e-22,8.81e-22,-4.07e-21,-2.98e-21,1.8e-20,0.0
448,3.75e-06,0.0062895,2.42e-08,5.22e-08,9.61e-06,8.04e-06,5.27e-06,0.01749,2.26e-05,3.26e-06,-4.95e-06,4.93e-06,9.98e-06,-4.16e-05,4.84e-21,-1.28e-20,-8.07e-21,4.69e-21,-7.95e-21,-1.81e-20,1.99e-20,4.44e-20,-9.08e-20,4.69e-20,0.0
449,9.28e-07,0.0049268,1.16e-08,3.59e-08,9.91e-07,1.81e-05,1.77e-06,0.012508,2.68e-05,-2.73e-06,9.63e-07,4.15e-07,-1.44e-05,4.08e-05,5.31e-22,-5.98e-21,-1.15e-21,-1.06e-20,-1.03e-20,-6.46e-21,8.63e-21,7.19e-21,-2.03e-21,2.13e-20,0.0
450,2.1e-05,0.021902,1.12e-08,1.1e-07,0.0027522,0.0049224,1.58e-06,0.020985,4.4e-06,7.34e-06,5.11e-07,2.16e-06,-1.25e-06,-2.36e-06,5.78e-21,2.66e-23,2.08e-21,1.33e-21,-9.18e-22,-6.46e-21,4.4e-22,-1.36e-20,1.78e-21,0.0,1.0
451,2.04e-05,0.018019,1.75e-08,1.38e-07,0.00046699,0.0033629,4.8e-06,0.02948,2.65e-05,3.56e-07,2.47e-06,7.43e-06,-3.76e-06,-6.7e-05,-2.24e-21,-1.77e-22,-2.17e-21,-7.29e-21,-2.32e-21,-1.45e-20,1.81e-20,-3.66e-20,4.54e-20,-1.77e-20,1.0
452,1.91e-05,0.020577,1.87e-08,1.26e-07,0.00068137,0.0099074,6.24e-06,0.028415,1.35e-05,6.47e-06,7.34e-06,-8e-06,7.28e-06,-2.27e-05,1.74e-21,4.07e-22,-8.34e-22,-3.03e-21,-1.97e-21,-2.3e-20,3.5e-20,-1.52e-20,3.01e-20,6.58e-20,1.0
453,6.36e-05,0.022571,4.56e-05,6.46e-05,0.0004576,3.45e-06,2.18e-06,0.00028002,4.35e-06,3.17e-06,-3.57e-07,1.34e-17,2.39e-06,8.98e-06,-4.5e-22,-6.86e-22,8.23e-22,-2.26e-21,4.59e-23,4.17e-21,-3.85e-21,1.48e-21,3.17e-22,1.03e-21,1.0
454,6.34e-05,0.020091,1.02e-07,7.85e-07,0.00037905,3.2e-06,7.02e-06,0.00035513,1.49e-05,-4.09e-07,2.26e-06,3.26e-19,-5.42e-07,1.19e-05,3.09e-21,-5.6e-22,7.25e-22,7.15e-22,-4.74e-22,8.2e-22,5.81e-21,-2.34e-21,-3.58e-21,-7.87e-22,1.0
455,9.55e-05,0.018539,0.00042573,0.00069662,0.00035375,3.26e-06,1.16e-06,0.0006258,9.88e-06,-2.65e-06,-3e-06,8.5e-20,-1.82e-07,-1.81e-05,-1.95e-20,2.62e-21,1.44e-21,4.08e-22,7.34e-22,1.59e-20,-1.81e-20,4.65e-21,-2.77e-20,6.7e-21,1.0
456,8.42e-06,0.0091206,4.33e-09,2.31e-08,0.0093405,1.14e-05,1.07e-06,0.00015933,7.89e-06,-1.1e-06,-1.36e-07,1.58e-19,-1.4e-06,1.17e-06,8.32e-21,-3.58e-21,-1.25e-21,-5.1e-22,0.0,3.96e-21,8.55e-21,-1.11e-20,1.17e-20,-2.13e-21,1.0
457,8.45e-06,0.0056231,1.07e-08,6.46e-08,0.036665,8.56e-06,1.32e-06,7.22e-05,9.31e-06,-1.63e-06,1.38e-06,1.46e-19,-1.93e-06,1.77e-05,-3.19e-21,6.8e-21,5.95e-22,-1.38e-21,-3.67e-22,-2.79e-21,1.41e-21,4.23e-22,1.33e-20,-5.78e-21,1.0
458,8.81e-06,0.0065525,1.28e-08,9.99e-08,0.036848,1.84e-05,6.06e-07,2.89e-05,3.88e-05,-2.54e-08,8.87e-07,2.43e-20,-7.03e-07,3.91e-05,-3.61e-20,6.44e-21,9.35e-22,1.33e-21,-9.79e-22,-1.67e-20,8.46e-21,2.2e-20,-5.07e-22,-6.33e-20,1.0
459,2.6e-05,0.016461,4.74e-09,2.63e-08,0.28659,0.00018108,1.51e-06,0.0033262,6.3e-05,1.52e-06,1.45e-06,8.17e-08,1.6e-06,-3.2e-05,5.19e-21,1.63e-21,-2.02e-20,-1.12e-20,7.71e-21,-1.76e-20,3e-20,1.06e-20,1.87e-19,-1.22e-19,0.0
